samples,method,candidate_pool,model_name_or_path,use_fp16,selected_k_requested,avg_selected_count,min_selected_count,max_selected_count,not_equal_selected_k_count,empty_selection_count,parse_failed_selected_count,parse_failed_query_count,selected_evidence_recall,selected_evidence_precision,selected_gold_title_hit,selected_all_support_hit,avg_selection_latency_seconds
500,bge_reranker_top5,dify_hybrid_top20_500,BAAI/bge-reranker-base,False,5,5.0,5,5,0,0,0,0,0.898,0.3592,0.996,0.8,6.178625890731811
