samples,method,candidate_pool,model,max_selected_requested,avg_selected_count,min_selected_count,max_selected_count,selected_count_distribution,empty_selection_count,over_max_selected_count,parse_success_count,parse_success_rate,fallback_count,fallback_rate,parse_failed_selected_count,parse_failed_query_count,selected_evidence_recall,selected_evidence_precision,selected_gold_title_hit,selected_all_support_hit,avg_selection_latency_seconds
500,setr_selection_only,dify_hybrid_top20_500,Qwen3-14B,5,2.308,1,5,"{""1"": 58, ""2"": 331, ""3"": 52, ""4"": 17, ""5"": 42}",0,0,496,0.992,4,0.008,0,0,0.855,0.8279333333333333,0.986,0.724,1.02867684841156
