samples,method,candidate_pool,model,max_selected_requested,avg_selected_count,min_selected_count,max_selected_count,selected_count_distribution,empty_selection_count,over_max_selected_count,parse_success_count,parse_success_rate,fallback_count,fallback_rate,parse_failed_selected_count,parse_failed_query_count,selected_evidence_recall,selected_evidence_precision,selected_gold_title_hit,selected_all_support_hit,avg_selection_latency_seconds,avg_information_requirement_count,avg_mapped_requirement_count,avg_reasoning_step_count,avg_reasoning_char_count
500,setr_cot_iri,dify_hybrid_top20_500,Qwen3-14B,5,2.224,1,5,"{""1"": 93, ""2"": 292, ""3"": 56, ""4"": 28, ""5"": 31}",0,0,498,0.996,2,0.004,0,0,0.834,0.8391333333333333,0.99,0.678,4.598887375831604,1.842,1.818,2.118,199.968
