samples,method,candidate_pool,model,max_selected_requested,avg_selected_count,min_selected_count,max_selected_count,selected_count_distribution,empty_selection_count,over_max_selected_count,parse_success_count,parse_success_rate,fallback_count,fallback_rate,parse_failed_selected_count,parse_failed_query_count,selected_evidence_recall,selected_evidence_precision,selected_gold_title_hit,selected_all_support_hit,avg_selection_latency_seconds,avg_reasoning_step_count,avg_reasoning_char_count
500,setr_cot,dify_hybrid_top20_500,Qwen3-14B,5,2.266,1,5,"{""1"": 58, ""2"": 327, ""3"": 63, ""4"": 28, ""5"": 24}",0,0,496,0.992,4,0.008,0,0,0.858,0.8348666666666666,0.984,0.732,2.121964146614075,2.466,192.192
